Date,Close,High,Low,Open,Volume,EMA_Short,EMA_Long,Signal,Signal_Type
2023-05-01,46.18999862670898,46.63999938964844,45.720001220703125,46.29999923706055,1068600,46.18999862670898,46.18999862670898,0,Hold
2023-05-02,44.70000076293945,45.70000076293945,44.369998931884766,45.38999938964844,1467000,46.048094068254734,46.1315673379337,-1,Sell
2023-05-03,44.31999969482422,45.0099983215332,44.16999816894531,44.79999923706055,1367900,45.883513651737545,46.060525469576476,0,Hold
2023-05-04,43.81999969482422,44.380001068115234,43.58000183105469,44.09000015258789,1196000,45.686988512983895,45.972661713703836,0,Hold
2023-05-05,44.08000183105469,44.560001373291016,43.68000030517578,44.27000045776367,1489600,45.533942162323974,45.89843975752152,0,Hold
2023-05-08,43.84000015258789,44.38999938964844,43.68000030517578,44.290000915527344,1660200,45.37261435187292,45.817716635759425,0,Hold
2023-05-09,43.150001525878906,43.459999084472656,42.63999938964844,43.22999954223633,2512200,45.160936939873494,45.71310035694058,0,Hold
2023-05-10,43.619998931884766,43.86000061035156,42.90999984741211,43.72999954223633,1659500,45.01418093911266,45.63101794811487,0,Hold
2023-05-11,43.34000015258789,43.4900016784668,42.83000183105469,43.470001220703125,1172800,44.854735149919826,45.54117411299616,0,Hold
2023-05-12,43.40999984741211,43.720001220703125,43.130001068115234,43.5099983215332,1210000,44.717141311585756,45.457598651600705,0,Hold
2023-05-15,44.41999816894531,44.56999969482422,43.459999084472656,43.5,1392400,44.68884196466762,45.41690843659462,0,Hold
2023-05-16,43.400001525878906,44.220001220703125,43.34000015258789,44.0099983215332,1348900,44.56609525621155,45.3378140479391,0,Hold
2023-05-17,44.5,44.709999084472656,43.45000076293945,43.54999923706055,1404600,44.55980046990569,45.30495859507874,0,Hold
2023-05-18,44.65999984741211,44.68000030517578,44.0,44.040000915527344,1218100,44.56934326776344,45.27966609517024,0,Hold
2023-05-19,44.91999816894531,45.380001068115234,44.61000061035156,44.970001220703125,1544100,44.60273897263791,45.265561470612404,0,Hold
2023-05-22,45.58000183105469,45.81999969482422,44.88999938964844,44.93999862670898,1360000,44.695811625820454,45.27789246513955,0,Hold
2023-05-23,45.5,45.77000045776367,45.220001220703125,45.31999969482422,1526900,44.77240099478994,45.286602564545845,0,Hold
2023-05-24,44.310001373291016,45.45000076293945,44.02000045776367,45.38999938964844,1629000,44.72836293559957,45.24830447861428,0,Hold
2023-05-25,45.13999938964844,45.31999969482422,44.470001220703125,44.77000045776367,991400,44.76756640741375,45.24405722022347,0,Hold
2023-05-26,47.9900016784668,48.36000061035156,45.41999816894531,45.41999816894531,2542800,45.0744650046569,45.351741316625166,0,Hold
2023-05-30,47.970001220703125,49.560001373291016,47.83000183105469,48.59999847412109,2120200,45.350230358566066,45.454418175608616,0,Hold
2023-05-31,46.7400016784668,47.7400016784668,46.31999969482422,47.38999938964844,2153200,45.48258953188995,45.50483321493639,0,Hold
2023-06-01,47.02999877929688,47.43000030517578,46.380001068115234,46.90999984741211,1302800,45.6299618411668,45.56464362922503,1,Buy
2023-06-02,48.130001068115234,48.33000183105469,46.90999984741211,47.540000915527344,2178400,45.86806081516189,45.665245881730534,0,Hold
2023-06-05,47.5,48.08000183105469,46.43999862670898,47.7400016784668,3087100,46.02348359467028,45.73719702362345,0,Hold
2023-06-06,42.38999938964844,43.290000915527344,41.4900016784668,42.91999816894531,9585600,45.677437479906295,45.60593437131071,0,Hold
2023-06-07,43.27999877929688,44.209999084472656,42.470001220703125,42.540000915527344,3611700,45.44910998461016,45.51472121083958,-1,Sell
2023-06-08,42.52999877929688,43.25,41.93999862670898,42.959999084472656,2814900,45.17109939362794,45.39767327234771,0,Hold
2023-06-09,41.34999847412109,42.84000015258789,41.16999816894531,42.68999862670898,3748300,44.80718502034158,45.23894092731921,0,Hold
2023-06-12,41.540000915527344,41.88999938964844,41.04999923706055,41.47999954223633,3296600,44.49602462940689,45.093884456268555,0,Hold
2023-06-13,42.400001525878906,42.470001220703125,41.34999847412109,41.79999923706055,2727100,44.29640338145184,44.98824198841014,0,Hold
2023-06-14,44.369998931884766,44.4900016784668,42.56999969482422,42.86000061035156,3920300,44.30341248149307,44.96399716266405,0,Hold
2023-06-15,44.27999877929688,44.66999816894531,43.75,44.09000015258789,2262400,44.30118260509343,44.93717369664965,0,Hold
